Date,Year,City,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI Level
3/12/2023,2023,Chennai,92.39,196.95,105.74,137.95,135.07,81.2,3.46,124.98,37.76,0.39,7.5,3.46,346,Very Poor
3/12/2023,2023,Kolkata,231.95,222.34,103.79,191.1,154.89,6.53,2.04,106.59,95.19,9.05,33.1,4.14,231.95,Poor
3/12/2023,2023,Bengaluru,31.03,383.81,82.93,163.76,19.79,49.37,4.65,129.74,167.29,0.73,13.86,1.98,465,Severe
3/12/2023,2023,Hyderabad,122.13,164.31,93.56,105.1,232.06,47.74,1.8,117.25,93.09,4.75,3.03,4.64,180,Moderate
3/12/2023,2023,Ahmedabad,16.86,483.74,134.24,72.43,162.14,14.68,1.25,123.33,39.83,7.62,40.7,3.19,483.74,Severe
3/12/2023,2023,Pune,284.39,117.76,112.69,182.34,190.9,54.87,3.04,83.52,145.9,6.09,29.28,4.29,304,Very Poor
3/12/2023,2023,Jaipur,285.09,419.4,58.3,21.12,180.87,66.53,0.16,6.98,48.86,8.11,21.68,2.54,419.4,Severe
3/12/2023,2023,Lucknow,309.76,80.88,89.06,170.52,42.16,40.4,2.51,54.85,74.69,6.42,31.46,4.48,309.76,Very Poor
3/13/2023,2023,Delhi,289.37,364.81,114.33,142.8,161.89,95.25,2.57,102.95,27.69,5.02,36,4.02,364.81,Very Poor
3/13/2023,2023,Mumbai,96.41,300.78,9.68,195.67,85.42,53.69,2.42,126.09,11.71,5.58,7.3,2.05,300.78,Very Poor
3/13/2023,2023,Chennai,258.99,440.34,6.65,196.06,38.2,48.92,4.71,33.09,138.78,2.08,5.6,1.67,471,Severe
3/13/2023,2023,Kolkata,350.6,489.95,35.94,130.7,217.78,11,3.02,80.23,99.7,0.56,23.81,0.98,489.95,Severe
3/13/2023,2023,Bengaluru,189.89,285.89,130.15,100.13,70.95,44.59,3.94,131.6,177.51,7.41,34.13,3.01,394,Very Poor
3/13/2023,2023,Hyderabad,381.33,173.83,105.22,25.35,189.33,80.4,3.72,78.13,24.92,9.39,39.06,1.64,381.33,Very Poor
3/13/2023,2023,Ahmedabad,394.1,454.42,148.75,46.44,184.88,28.63,1.17,97.82,60.1,6.07,2.7,0.57,454.42,Severe
3/13/2023,2023,Pune,183.62,404.49,127.1,44.09,129.29,96.29,2.42,21.46,96.3,1.25,39.11,3.21,404.49,Severe
3/13/2023,2023,Jaipur,171.69,441.76,96.77,153.66,144.15,75.53,1.24,24.54,147.35,9.74,29.46,1.64,441.76,Severe
3/13/2023,2023,Lucknow,48.04,471.46,146.1,129.94,18.42,26.51,0.64,71.31,130.74,4.92,48.36,0.68,471.46,Severe
3/14/2023,2023,Delhi,201.58,305.59,15.23,169.06,74.2,35.78,3.36,128.76,161.13,0.96,12.77,3.83,336,Very Poor
3/14/2023,2023,Mumbai,47.5,193.83,143.05,164.24,134.2,96.87,4.42,98.56,105.71,3.38,26.22,1.01,442,Severe
3/14/2023,2023,Chennai,121.48,385.51,146.41,158.86,74.16,74.35,3.18,122.74,18.29,5.49,1.56,0.47,385.51,Very Poor
3/14/2023,2023,Kolkata,188.83,312,98.99,73.82,81.04,82.91,0.97,114.86,38.06,6.84,25.32,1.18,312,Very Poor
3/14/2023,2023,Bengaluru,257.64,450.98,137.28,178.73,96.28,7.65,2.53,60.99,114.63,3.58,47.99,3.98,450.98,Severe
3/14/2023,2023,Hyderabad,308,406.97,41.98,116.18,188.23,84.36,1.91,9.16,9.29,2.27,49.35,4.06,406.97,Severe
3/14/2023,2023,Ahmedabad,277.99,336.68,74.29,134.37,176.19,56.82,2.97,133.94,72.33,8.71,39.19,0.05,336.68,Very Poor
3/14/2023,2023,Pune,50.17,429.77,96.57,74.98,101.98,93.87,3.63,25.82,47.96,9.19,4.44,3.61,429.77,Severe
3/14/2023,2023,Jaipur,74.02,232.93,133.83,57.4,71.4,69.58,1.71,54.5,78.24,5.74,14.05,1.66,232.93,Poor
3/14/2023,2023,Lucknow,131.81,214.33,145.73,74.21,161.57,85.9,1.18,122.32,81.91,3.62,49.77,4.9,214.33,Poor
3/15/2023,2023,Delhi,171.03,418.57,101.01,66.33,167.99,69.65,2.99,116.27,176.53,9.5,42.04,1.45,418.57,Severe
3/15/2023,2023,Mumbai,281.02,430.39,107.73,193.43,70.55,40.5,4.37,110.35,127.18,2.47,45.27,4.71,437,Severe
3/15/2023,2023,Chennai,89.21,393.73,108.66,43.21,245.05,6.71,3.64,22.71,28.91,0.83,24.12,3.95,393.73,Very Poor
3/15/2023,2023,Kolkata,358.87,406.53,129.45,154.95,138.2,76.78,2.98,89.92,14.59,7.46,49.44,3.77,406.53,Severe
3/15/2023,2023,Bengaluru,377.84,304.62,97.58,68.06,88.23,77.02,3.8,113.02,61.49,6.32,20.23,2.3,380,Very Poor
3/15/2023,2023,Hyderabad,332.5,89.86,60.39,76.15,110.86,95.13,0.77,7.44,10.57,1.36,10.74,2.78,332.5,Very Poor
3/15/2023,2023,Ahmedabad,195.27,375.9,27.09,73.64,224.06,45.36,0.39,141.99,12.56,9.46,6.33,2.88,375.9,Very Poor
3/15/2023,2023,Pune,66.66,286.69,55.78,95.88,129.26,67.76,1.59,123.97,116.77,9.67,45.97,2.8,286.69,Poor
3/15/2023,2023,Jaipur,352.58,389.45,19.37,46.2,198.51,68.34,2.33,82.73,14.57,1.44,49.4,1.28,389.45,Very Poor
3/15/2023,2023,Lucknow,235.35,138.55,110.16,155.41,122.97,19.74,4.98,133.9,172.67,7.54,35.57,4.12,498,Severe
3/16/2023,2023,Delhi,356.95,160.28,114.33,56.06,57.84,82.41,0.33,38.42,119.23,9.43,21.53,2.96,356.95,Very Poor
3/16/2023,2023,Mumbai,164.32,399.73,25.03,127.55,196.74,19,1.25,129.59,19.42,3.43,30.04,1.45,399.73,Very Poor
3/16/2023,2023,Chennai,14.58,247.23,21.3,50.64,101.31,60.01,0.63,38.63,47.32,7.99,33.65,3.09,247.23,Poor
3/16/2023,2023,Kolkata,280.42,402.02,117.81,107.99,117.75,36.83,0.39,21.25,108.96,3.37,4.87,3.52,402.02,Severe
3/16/2023,2023,Bengaluru,124.85,457.62,126.2,17.1,111.24,22.06,2.18,81.29,73.23,0.79,32.7,0.79,457.62,Severe
3/16/2023,2023,Hyderabad,306.5,425.83,133.58,98.95,237.9,81.11,0.57,122.87,100.58,3.92,19.69,3.69,425.83,Severe
3/16/2023,2023,Ahmedabad,16.84,240.59,114.36,72.43,244.53,80.9,2.5,56.21,114.67,9.24,44.38,2.19,250,Poor
3/16/2023,2023,Pune,313.88,374.06,130.99,69.72,246.6,63.9,3.41,113.61,178.65,10,11.38,1.63,374.06,Very Poor
3/16/2023,2023,Jaipur,91.72,98.11,101.89,149.58,131.19,60.45,3.24,65.18,175.13,8.5,41.25,2.44,324,Very Poor
3/16/2023,2023,Lucknow,299.81,202.21,95.51,116.86,31.84,20.35,4.27,24.73,118.76,5.59,12.62,3.15,427,Severe
3/17/2023,2023,Delhi,378.77,319.54,49.34,164.97,36.35,23.4,3.51,76.73,77.93,1.02,13.84,4.44,378.77,Very Poor
3/17/2023,2023,Mumbai,24.37,335.65,134.51,124.42,228.32,5.76,0.76,139.28,56.01,6.22,42.32,2.83,335.65,Very Poor
3/17/2023,2023,Chennai,273.28,245.65,39.39,193.48,124.71,53.46,4.24,52.28,177.4,2.79,40.18,4.28,424,Severe
3/17/2023,2023,Kolkata,253.94,119.65,39.02,24.37,225.41,34.56,0.95,40.41,68.34,9.86,47.12,0.13,253.94,Poor
3/17/2023,2023,Bengaluru,311.9,23.01,103.06,195.91,247.02,10.05,3.08,137.25,76.9,2.87,8.48,2.79,311.9,Very Poor
3/17/2023,2023,Hyderabad,293.22,187.03,79.3,133.63,143.26,7.73,0.65,111.48,69.8,8.63,42.83,4.48,293.22,Poor
3/17/2023,2023,Ahmedabad,84.88,437.24,131.46,111.48,213.52,92.31,1.57,147.56,99.67,4.08,2.64,4.98,437.24,Severe
3/17/2023,2023,Pune,95.66,141.67,31.97,84.66,146.66,64.62,3.12,118.87,10.63,0.42,5.88,1.47,312,Very Poor
3/17/2023,2023,Jaipur,98.78,425.22,116.09,71.02,187.19,63.83,4.62,136.12,36.13,8.53,23.49,2.59,462,Severe
3/17/2023,2023,Lucknow,145.11,327.92,52.51,61.86,41.92,96.21,3.75,52.83,21.26,1.26,1.97,4.1,375,Very Poor
3/18/2023,2023,Delhi,309.32,184.5,6.1,171.68,222.83,71.64,0.26,137.7,160.55,7.17,27.5,0.06,309.32,Very Poor
3/18/2023,2023,Mumbai,175.31,409.82,47.66,165.56,73.36,92.06,3.17,32.41,165.18,7.47,49.29,2.87,409.82,Severe
3/18/2023,2023,Chennai,21.56,368.7,115.42,73.05,40.16,27.63,4.59,140.4,145.77,5.33,30.93,3.84,459,Severe
3/18/2023,2023,Kolkata,131.4,163.93,52.05,80.04,116.12,47.61,1.48,78.95,80.1,6.82,27.92,2.95,163.93,Moderate
3/18/2023,2023,Bengaluru,117.35,222.18,35.38,184.08,121.49,7.75,4.77,87.94,118.47,8.12,33.34,3.79,477,Severe
3/18/2023,2023,Hyderabad,153.27,132.39,108.38,148.46,67.37,5.86,2.55,41.7,20.13,3.43,14.1,1.02,255,Poor
3/18/2023,2023,Ahmedabad,185.61,106.02,80.62,24.85,171.06,8.62,1.91,109.77,179.53,9.05,18.43,1.43,191,Moderate
3/18/2023,2023,Pune,258.11,143.59,59.54,24.47,201.93,28.46,0.43,8.08,62.37,5.81,19.98,3.51,258.11,Poor
3/18/2023,2023,Jaipur,210.3,366.58,89.09,188.66,166.7,31.28,4.59,100.76,39.56,4.93,1.58,2.56,459,Severe
3/18/2023,2023,Lucknow,362.29,383.01,106.52,25.93,31.37,50.43,2.85,44.62,43.12,3.95,18.48,3.01,383.01,Very Poor
3/19/2023,2023,Delhi,47.22,392.62,6.84,21.73,166.86,50.6,4.82,33.06,20.03,9.64,39.48,3.61,482,Severe
3/19/2023,2023,Mumbai,157.33,414.91,99.25,112.78,112.38,17.34,4.04,82.88,15.37,5.63,49.63,0.38,414.91,Severe
3/19/2023,2023,Chennai,183,127.35,88.66,107.51,12.62,57.57,1.05,50.68,31.84,8.3,2.5,0.13,183,Moderate
3/19/2023,2023,Kolkata,289.3,281.69,62.22,172.43,101.97,14.91,3.12,115.09,66.06,8.25,27.7,2.84,312,Very Poor
3/19/2023,2023,Bengaluru,230.37,419.32,116.62,96.45,172.57,33.41,1.39,119.36,137.22,9.75,33.21,1.43,419.32,Severe
3/19/2023,2023,Hyderabad,52.13,23.78,77.49,178.02,208.65,79.33,0.51,39,88.22,1.54,27.11,0.8,178.02,Moderate
3/19/2023,2023,Ahmedabad,27.78,344.2,40.68,163.15,61.71,79.41,2.86,58.7,47.33,1.7,26.41,3.71,344.2,Very Poor
3/19/2023,2023,Pune,139.33,366.1,76.75,137.1,193.71,65.57,0.74,134.64,153.3,4.05,44.11,4.92,366.1,Very Poor
3/19/2023,2023,Jaipur,239.5,189.49,107.16,85.6,43.74,4.42,0.46,21.64,177.52,6.68,38.61,3.55,239.5,Poor
3/19/2023,2023,Lucknow,289.16,317.59,66.66,156.27,176.48,58.71,2.29,113.13,178.25,8.16,45.82,3.21,317.59,Very Poor
3/20/2023,2023,Delhi,348.3,25.12,121.81,146.34,124.27,98.34,4.66,123.91,72.15,8.39,44.48,3.69,466,Severe
3/20/2023,2023,Mumbai,149.29,219.66,67.54,197.79,221.49,81.82,3.11,7.98,40.14,8.86,23.7,3.86,311,Very Poor
3/20/2023,2023,Chennai,319.31,426.36,149.33,149.88,44.71,97.49,1.28,130.84,35.72,4,27.14,3.68,426.36,Severe
3/20/2023,2023,Kolkata,239.16,214.45,7.49,179.91,205.62,15.96,2.79,19.07,55.03,1.41,1.83,3.08,279,Poor
3/20/2023,2023,Bengaluru,86.41,138.6,88.72,196.48,140.82,62.58,4.37,47.57,89.05,9.33,2.33,3.88,437,Severe
3/20/2023,2023,Hyderabad,195.55,53.08,87.71,94.47,24.57,5.76,3.58,76.87,90.01,1.03,37.12,3.71,358,Very Poor
3/20/2023,2023,Ahmedabad,38.77,52.28,25.18,92.26,45.26,40.74,2,76.3,159.43,7.81,46.62,4.46,200,Moderate
3/20/2023,2023,Pune,306.84,124.81,129.35,132.82,61.81,97.56,0.71,130.03,107.09,5.49,2.8,4.62,306.84,Very Poor
3/20/2023,2023,Jaipur,67.7,238.23,96.59,149.55,84.32,58.72,3.56,100.86,61.75,1.41,24.84,1.76,356,Very Poor
3/20/2023,2023,Lucknow,367.12,453.04,17.62,195.36,201.28,10.26,0.75,89.5,57.02,2.07,34.38,4.86,453.04,Severe
3/21/2023,2023,Delhi,380.33,431.5,133.42,140.5,79.82,65.03,4.34,13.09,103.99,1.6,33.44,1.01,434,Severe
3/21/2023,2023,Mumbai,355.12,279.87,7.13,129.93,133.96,21.76,1.53,29.53,69.49,9.89,16.72,2.29,355.12,Very Poor
3/21/2023,2023,Chennai,136.53,349.92,25.58,44.96,20.71,35.82,4.31,70.46,91.27,2.45,18.1,2.66,431,Severe
3/21/2023,2023,Kolkata,301.02,418.06,62.76,59.07,112.14,29.77,0.56,16.99,17.1,7.18,32.66,1.82,418.06,Severe
3/21/2023,2023,Bengaluru,353.84,45.77,111.5,188.17,65.12,55.42,2.62,59.42,85.42,0.68,47.63,1.64,353.84,Very Poor
3/21/2023,2023,Hyderabad,312.36,181.6,109.61,181.98,41.94,92.01,0.56,73.56,59.23,8.08,2.01,2.84,312.36,Very Poor
3/21/2023,2023,Ahmedabad,206.69,392.55,103.8,176.47,36.1,98.94,2.46,19.19,159.21,4,36.92,2.21,392.55,Very Poor
3/21/2023,2023,Pune,223.71,354.33,51.6,170.15,117.51,67.59,1.13,139.47,88.63,3.42,34.53,4.75,354.33,Very Poor
3/21/2023,2023,Jaipur,77.31,474.45,50.27,186.51,101.49,26.31,0.6,131.36,105.23,9.32,41.68,3.5,474.45,Severe
3/21/2023,2023,Lucknow,261.8,233.37,42.65,137.37,176.35,45.12,2.01,139.85,128.95,1.15,0.76,1.19,261.8,Poor
3/22/2023,2023,Delhi,374.91,209.85,67.77,31.1,247.2,51.92,0.7,64.35,130.45,2.93,12.25,0.76,374.91,Very Poor
3/22/2023,2023,Mumbai,229.68,246.61,89.68,126.4,153.87,65.59,3.89,95.56,125.87,8.11,5.02,1.58,389,Very Poor
3/22/2023,2023,Chennai,286.49,48.35,120.95,63.88,31.76,91.68,4.26,22.82,65.86,4.13,16.01,0.11,426,Severe
3/22/2023,2023,Kolkata,289.63,430.89,80.01,187.75,219.27,65.04,1.27,9.33,53.2,3.56,42.32,3.13,430.89,Severe
3/22/2023,2023,Bengaluru,397.38,164.87,25,49.82,209.91,89.91,1.51,119.16,22.52,2.19,47.3,2.45,397.38,Very Poor
3/22/2023,2023,Hyderabad,345.12,422.95,13.7,66.48,223.44,23.47,4.12,30.6,32.96,4.38,16.52,1.93,422.95,Severe
3/22/2023,2023,Ahmedabad,215.28,188.89,66.07,153.41,110.44,45.48,4.5,106.13,166.29,9.8,42.98,2.2,450,Severe
3/22/2023,2023,Pune,217.69,445.98,134.6,195.57,207.1,27.35,3.2,84.64,165.36,7.92,29.52,2.73,445.98,Severe
3/22/2023,2023,Jaipur,119.03,79.51,24.54,122.4,88.41,30.52,0.26,103.82,167.51,5.72,33.33,1.17,122.4,Moderate
3/22/2023,2023,Lucknow,138.8,266.37,145.92,72.83,216.34,47.62,1.33,71.06,96.17,6.42,33.71,4.47,266.37,Poor
3/23/2023,2023,Delhi,68.89,318.28,61.4,132.94,61.56,43.87,1.96,109.6,6.95,6.51,17.6,3.85,318.28,Very Poor
3/23/2023,2023,Mumbai,333.3,131.86,31.05,15.88,73.05,49.2,4.64,18.79,143.73,5.76,45.56,1.47,464,Severe
3/23/2023,2023,Chennai,331.92,319.16,14.62,24.16,47.27,8.28,0.78,20.33,112.55,4.01,39.76,0.23,331.92,Very Poor
3/23/2023,2023,Kolkata,350.05,448.88,12.94,72.87,102.17,29.01,3.64,74.25,108.17,8.43,24.06,2.11,448.88,Severe
3/23/2023,2023,Bengaluru,172.07,92.69,93.51,61.61,144.84,10.32,0.97,55.83,87.95,2.14,36.79,0.59,172.07,Moderate
3/23/2023,2023,Hyderabad,384.92,353.64,73.3,163.03,88.83,80.3,4.44,92.28,146.38,0.41,29.13,1.55,444,Severe
3/23/2023,2023,Ahmedabad,90.84,396.72,92.33,73.64,247.86,92.11,3.44,66.12,10.25,2.14,2.88,1.71,396.72,Very Poor
3/23/2023,2023,Pune,189.31,137.79,120.62,116.12,150.38,78.03,4.13,52.97,131.54,8.97,25.47,4.31,413,Severe
3/23/2023,2023,Jaipur,97.49,122.09,77.51,112.48,201.17,42.55,2.61,14.44,87.89,9.92,47.01,4.22,261,Poor
3/23/2023,2023,Lucknow,393.11,184.67,145.84,59.99,220.37,60.23,1.91,109.69,147.66,3.93,33.45,2.18,393.11,Very Poor
3/24/2023,2023,Delhi,365.73,123.86,29.8,57.43,93.85,7.15,2.09,79.98,178.63,4.15,21.32,4.19,365.73,Very Poor
3/24/2023,2023,Mumbai,227.27,163.52,89.55,78.96,218.16,12.42,3.93,65.86,175.73,3.21,37.97,1.49,393,Very Poor
3/24/2023,2023,Chennai,399.45,240.22,20.83,172.74,249.69,66.76,1.24,59.39,95.12,6.4,34.15,0.9,399.45,Very Poor
3/24/2023,2023,Kolkata,111.82,225.4,14.16,135.94,236.99,99.86,2.83,46.15,80.38,6.44,36.76,0.93,283,Poor
3/24/2023,2023,Bengaluru,174.74,306.82,60.04,124.17,231.67,86.2,4.65,112.25,117.79,4.08,32.77,4.33,465,Severe
3/24/2023,2023,Hyderabad,126.11,193.55,52,103.96,242.88,43.4,4.51,30.19,69.59,9.92,46.45,4.89,451,Severe
3/24/2023,2023,Ahmedabad,312.71,157.94,57.79,129.61,111.21,53.61,3.08,147.56,127.16,5.58,48.1,4.18,312.71,Very Poor
3/24/2023,2023,Pune,280.62,383.49,76.36,143.05,60.32,67.44,0.16,73.91,29.32,6.41,26.68,3.31,383.49,Very Poor
3/24/2023,2023,Jaipur,370.14,284.13,113.38,151.42,224.29,16.41,3.64,50.22,22.97,4.04,41.23,1.33,370.14,Very Poor
3/24/2023,2023,Lucknow,393.74,314.73,38.8,18.84,206.37,40.05,3.76,128.65,154.43,8.23,19.73,3.22,393.74,Very Poor
3/25/2023,2023,Delhi,244.12,191.62,98.64,165.84,159.93,19.74,0.46,119.09,143.83,4.04,40.16,3.67,244.12,Poor
3/25/2023,2023,Mumbai,67.28,340.52,32.93,175.24,148.35,29.61,4.91,40.07,55.53,8.62,12.81,0.19,491,Severe
3/25/2023,2023,Chennai,142.85,472.52,9.73,162.49,48.2,30.31,4.27,71.32,81.13,8.32,10.82,3.62,472.52,Severe
3/25/2023,2023,Kolkata,152.32,445.72,99.94,111.91,248.43,24.28,0.52,146.69,131.85,4.86,38.52,1.14,445.72,Severe
3/25/2023,2023,Bengaluru,230.25,286.51,103.54,95.21,121.95,84.9,3.59,108.63,62.36,7.54,32.77,1.11,359,Very Poor
3/25/2023,2023,Hyderabad,227.58,90.72,142.28,67.03,121.42,39.6,2,47.25,171.8,9.4,20.17,0.14,227.58,Poor
3/25/2023,2023,Ahmedabad,379.76,224.18,71.66,97.66,248.12,4.07,2.96,138.99,62.78,5.18,19.04,3.15,379.76,Very Poor
3/25/2023,2023,Pune,201.98,316.43,138.33,112,84.61,30.32,4.42,55.95,130.75,7.67,24.4,3.28,442,Severe
3/25/2023,2023,Jaipur,84.62,237.28,74.72,111.91,152.7,39.31,4.21,46.56,52.1,1.55,23.79,4.7,421,Severe
3/25/2023,2023,Lucknow,200.09,333.52,66.81,60.06,171.35,52.34,1.14,143.75,115.37,5.54,41.85,3.88,333.52,Very Poor
3/26/2023,2023,Delhi,104.57,353.94,37.32,71.04,140.82,88.06,3.02,92.23,140.73,0.76,16.87,3.21,353.94,Very Poor
3/26/2023,2023,Mumbai,186.41,445.9,10.29,102.08,63.58,40.42,4.26,101.89,142.48,9.69,22.22,0.06,445.9,Severe
3/26/2023,2023,Chennai,303.97,348.4,106.67,138.13,171.32,12.33,3.22,132.21,6.31,9.97,34.61,0.48,348.4,Very Poor
3/26/2023,2023,Kolkata,230.8,401.27,13.85,82.84,10.45,10.51,1.19,105.59,126.79,1.47,4.79,3.75,401.27,Severe
3/26/2023,2023,Bengaluru,359.91,331.29,77.9,68.58,218.03,84.02,4.65,80.74,119.87,1.95,48.88,3.36,465,Severe
3/26/2023,2023,Hyderabad,148.37,211.38,19.77,48.56,35.59,27.65,2.78,88.05,139.29,5.64,26.48,4.55,278,Poor
3/26/2023,2023,Ahmedabad,300.86,225.83,113.86,199.49,152.9,26.81,1.76,89.83,146.44,8.8,6.95,0.23,300.86,Very Poor
3/26/2023,2023,Pune,206.59,402.11,83.43,164.95,165.07,36.17,4.69,69.61,53.31,5.88,32.91,3.99,469,Severe
3/26/2023,2023,Jaipur,45.42,307.8,125.96,94.29,216.09,40.19,0.35,16.15,59.78,5.21,18.84,1.02,307.8,Very Poor
3/26/2023,2023,Lucknow,233.95,248.83,108.2,13.94,248.59,70.39,3.08,134.55,158.8,3.78,14.81,3.33,308,Very Poor
3/27/2023,2023,Delhi,381.31,277.67,95.26,17.3,103.99,11.01,4.65,22.3,14.18,0.26,14.3,4.22,465,Severe
3/27/2023,2023,Mumbai,77.54,323.36,118.05,34.03,109.36,5.35,3.82,126.26,8.38,7.14,7.82,3.6,382,Very Poor
3/27/2023,2023,Chennai,166.46,400.08,137.83,188.77,11.92,29.08,4.47,55.6,105.38,7.85,39.43,0.42,447,Severe
3/27/2023,2023,Kolkata,375.56,344.31,79.13,151.18,239.08,11.28,1.24,99.64,152.59,0.7,47.55,2.25,375.56,Very Poor
3/27/2023,2023,Bengaluru,83.42,261.76,137.11,70.26,112.87,39.91,4.89,91.06,75.17,6.22,43.81,0.61,489,Severe
3/27/2023,2023,Hyderabad,325.63,352.51,61.18,35.34,245.66,71.29,1.48,88.63,88.61,7.25,13.02,0.46,352.51,Very Poor
3/27/2023,2023,Ahmedabad,234.55,454.34,63.3,97.32,225.24,50.02,1.69,30.59,78.29,3.61,39.25,1.5,454.34,Severe
3/27/2023,2023,Pune,101.53,159.58,95.45,177.8,85.47,21.15,4.15,100.24,26.82,7.82,13.08,2.01,415,Severe
3/27/2023,2023,Jaipur,338.8,468.83,10.34,30.45,171.27,52.67,1.19,51.76,51.16,5.02,29.75,1.83,468.83,Severe
3/27/2023,2023,Lucknow,45.82,207.47,85.26,98.85,145.23,32.34,3.26,21.46,115.02,0.65,44.43,4.47,326,Very Poor
3/28/2023,2023,Delhi,193.74,180.98,129.61,148.05,14.11,88.03,0.91,20.16,98.62,1.24,3.68,2.78,193.74,Moderate
3/28/2023,2023,Mumbai,267.85,97.77,59.18,26.26,122.18,91.51,2.04,53.36,88.26,1.19,25.7,3.97,267.85,Poor
3/28/2023,2023,Chennai,208.43,437.62,106.07,192.24,96.88,22.42,3.2,79.87,75.96,8.36,40.04,2.07,437.62,Severe
3/28/2023,2023,Kolkata,272.68,470.08,37.01,81.68,170.91,45.49,0.79,68.58,144.63,4.25,41.96,4.39,470.08,Severe
3/28/2023,2023,Bengaluru,262.24,235.92,40.26,100.61,222,72.51,4.33,34.38,34.37,8.6,4.12,4.33,433,Severe
3/28/2023,2023,Hyderabad,264.68,194.7,5.39,10.87,152.53,52.37,3.6,88.79,124.46,7.33,32.66,0.69,360,Very Poor
3/28/2023,2023,Ahmedabad,107.92,66.08,91.52,16.76,29.74,44.11,2.66,100.72,168.32,8.05,34.42,2.06,266,Poor
3/28/2023,2023,Pune,334.47,322.03,145.92,158.51,195.69,63.18,3.6,23.27,18.59,7.45,24.14,0.71,360,Very Poor
3/28/2023,2023,Jaipur,56.92,58.65,126.09,74.63,99.27,20.08,0.49,66.04,142.88,3.74,46.57,0.76,74.63,Satisfactory
3/28/2023,2023,Lucknow,294.61,308.23,106.13,186.97,118.11,7.57,3.3,105.77,20.93,7.95,13.94,2.43,330,Very Poor
3/29/2023,2023,Delhi,299.5,136.27,41.67,109.03,175.34,85.35,4.45,123.83,126.33,0.82,23.42,2.89,445,Severe
3/29/2023,2023,Mumbai,12.72,284.54,126.63,154.43,70.49,11.77,1.31,109.59,13.3,8.19,40.11,4.55,284.54,Poor
3/29/2023,2023,Chennai,38.49,285.18,43.48,18.39,160.14,39.39,3.72,6.53,135.59,5.54,2.35,4.02,372,Very Poor
3/29/2023,2023,Kolkata,223.64,159.2,55.14,126.23,111.4,30.19,3.51,65.9,90.3,7.52,16.73,0.7,351,Very Poor
3/29/2023,2023,Bengaluru,263.13,467.1,99.03,105.48,117.54,37.24,0.79,74.75,104.13,4.2,25.12,0.18,467.1,Severe
3/29/2023,2023,Hyderabad,367.12,362.07,24.87,166.18,19.25,62.19,2.45,62.33,156.44,9.23,8.05,4.19,367.12,Very Poor
3/29/2023,2023,Ahmedabad,84.35,319.67,116.22,170.94,230.67,66.87,2.92,61.17,116.07,6.56,36.81,2.13,319.67,Very Poor
3/29/2023,2023,Pune,232.8,375.88,94.97,31.96,26.42,29.05,1.45,136.47,92.04,1.98,14.43,2.83,375.88,Very Poor
3/29/2023,2023,Jaipur,12.43,29.01,141.72,52.27,140.5,94.08,4.19,52.03,28.62,5.38,17.19,2.65,419,Severe
3/29/2023,2023,Lucknow,247.74,379.97,63.57,176.76,67.8,10.16,0.27,149.59,151.33,1,3.59,0.82,379.97,Very Poor
3/30/2023,2023,Delhi,169.54,305.17,129.36,167.13,184.84,30.26,4.99,107.16,83.97,7.89,0.54,0.65,499,Severe
3/30/2023,2023,Mumbai,98.27,95.45,84.65,157.04,45.15,79.47,2.09,31.97,167.43,6.53,26.74,2.91,209,Poor
3/30/2023,2023,Chennai,249.93,277.99,53.62,112.46,33.68,54.52,4.19,44.78,168.28,2.1,3.43,1.23,419,Severe
3/30/2023,2023,Kolkata,154.18,487.32,70.81,157.55,46.99,36.24,1.85,139.51,85.88,8.5,12.61,2.59,487.32,Severe
3/30/2023,2023,Bengaluru,283.88,196.8,22.27,100.98,239.32,66.65,0.3,45.27,105.97,2.19,2.18,1.79,283.88,Poor
3/30/2023,2023,Hyderabad,60.23,107.76,122.81,189.24,64.19,78.41,3.52,103.97,61.85,7.78,22.79,0.38,352,Very Poor
3/30/2023,2023,Ahmedabad,230.09,293.79,30.44,169.14,233.34,57.38,4.36,40.04,121.12,2,45.2,1.07,436,Severe
3/30/2023,2023,Pune,296.01,170.44,112.12,147.32,21.23,72.9,2.49,100.88,118.21,5.57,33.53,3.07,296.01,Poor
3/30/2023,2023,Jaipur,108.23,452.61,143.91,75.83,155.95,98.81,1.76,127.17,105.62,1.67,19.77,0.23,452.61,Severe
3/30/2023,2023,Lucknow,358.24,496.45,106.46,90.47,171,26.79,0.11,82.37,108.71,4.75,40.66,3.87,496.45,Severe
3/31/2023,2023,Delhi,385.32,200.1,102.45,100.25,98.13,53.7,0.17,67.81,128.57,0.11,48,4.45,385.32,Very Poor
3/31/2023,2023,Mumbai,47.81,462.45,24.8,143.55,170.39,29.41,1.89,132.11,16.47,9.02,43.12,1.11,462.45,Severe
3/31/2023,2023,Chennai,33.86,253.67,142.38,75.97,33.24,90.93,4.28,57.78,179.8,6.05,26.36,0.91,428,Severe
3/31/2023,2023,Kolkata,231.05,348.75,34.01,199.87,128.16,15.49,0.73,41.17,42.95,4.32,30.71,4.3,348.75,Very Poor
3/31/2023,2023,Bengaluru,144.67,391.82,44.15,156.76,214.84,30.92,4.8,51.64,135.95,7.81,20.69,0.61,480,Severe
